policy_id,customer_age,region_code,region_density
POL031249,50,C2,27003
POL000083,41,C10,73430
POL021419,49,C5,34738
POL055547,52,C3,4076
POL030994,48,C3,4076
POL044583,43,C2,27003
POL027373,54,C22,16733
POL005101,36,C8,8794
POL003264,49,C8,8794
POL014163,36,C8,8794
POL008386,54,C8,8794
POL016788,54,C5,34738
POL050166,44,C14,7788
POL008660,45,C8,8794
POL054170,50,C10,73430
POL006496,41,C5,34738
POL011217,37,C9,17804
POL055097,43,C10,73430
POL052365,39,C8,8794
POL039944,38,C13,5410
POL028646,44,C3,4076
POL000715,40,C5,34738
POL037776,46,C14,7788
POL047626,36,C13,5410
POL053324,37,C2,27003
POL025438,51,C8,8794
POL014664,43,C3,4076
POL032741,45,C2,27003
POL051272,45,C14,7788
POL004801,44,C3,4076
POL054267,45,C14,7788
POL006644,44,C19,27742
POL005196,46,C10,73430
POL040305,40,C3,4076
POL058330,40,C13,5410
POL031546,41,C3,4076
POL034721,49,C2,27003
POL043098,46,C5,34738
POL036859,39,C16,16206
POL002419,41,C14,7788
POL026413,39,C12,34791
POL057386,40,C13,5410
POL056072,57,C3,4076
POL012589,40,C3,4076
POL049411,48,C9,17804
POL057928,50,C13,5410
POL018428,45,C3,4076
POL039073,53,C9,17804
POL022699,41,C8,8794
POL031707,41,C8,8794
POL015845,57,C8,8794
POL028375,46,C10,73430
POL026456,56,C8,8794
POL000285,53,C3,4076
POL024366,50,C8,8794
POL058312,56,C1,4990
POL030923,42,C2,27003
POL047880,39,C17,65567
POL009175,35,C5,34738
POL043400,47,C5,34738
POL010467,54,C8,8794
POL039626,44,C5,34738
POL022278,52,C6,13051
POL007588,43,C2,27003
POL047195,41,C8,8794
POL047241,42,C9,17804
POL058450,43,C8,8794
POL007247,41,C8,8794
POL037987,36,C10,73430
POL019780,49,C8,8794
POL029685,44,C4,21622
POL044461,61,C2,27003
POL057931,47,C10,73430
POL013113,37,C2,27003
POL047706,54,C8,8794
POL015791,40,C13,5410
POL032687,36,C4,21622
POL051189,52,C6,13051
POL018992,48,C10,73430
POL016312,36,C8,8794
POL042787,41,C5,34738
POL026291,45,C14,7788
POL026560,47,C5,34738
POL001575,44,C8,8794
POL047150,50,C5,34738
POL029168,52,C11,6108
POL034939,37,C13,5410
POL046241,38,C8,8794
POL025776,43,C10,73430
POL055993,49,C2,27003
POL008754,46,C4,21622
POL043106,42,C7,6112
POL022745,46,C8,8794
POL040828,41,C5,34738
POL013801,52,C17,65567
POL018718,35,C2,27003
POL019731,38,C2,27003
POL041096,45,C10,73430
POL017733,41,C8,8794
POL040553,36,C13,5410
POL004333,35,C14,7788
POL000837,49,C3,4076
POL005207,49,C10,73430
POL004594,54,C19,27742
POL001815,43,C12,34791
POL014428,54,C10,73430
POL058431,50,C2,27003
POL016842,52,C1,4990
POL018770,45,C10,73430
POL005701,49,C5,34738
POL001455,35,C4,21622
POL040716,40,C9,17804
POL018241,41,C9,17804
POL020625,46,C20,20905
POL057437,35,C8,8794
POL029078,35,C8,8794
POL009359,46,C14,7788
POL000243,42,C9,17804
POL056206,56,C3,4076
POL039077,43,C3,4076
POL044873,46,C10,73430
POL010571,40,C7,6112
POL058138,35,C3,4076
POL031442,52,C8,8794
POL038400,40,C1,4990
POL049751,40,C7,6112
POL055954,37,C2,27003
POL051078,55,C6,13051
POL004415,45,C1,4990
POL050773,57,C9,17804
POL004048,41,C8,8794
POL038531,39,C5,34738
POL008179,49,C2,27003
POL039655,47,C3,4076
POL016155,42,C5,34738
POL051026,38,C10,73430
POL055372,45,C9,17804
POL028072,48,C12,34791
POL001959,52,C13,5410
POL035983,40,C10,73430
POL018869,49,C7,6112
POL031115,43,C3,4076
POL041879,44,C2,27003
POL058336,35,C2,27003
POL031670,38,C5,34738
POL002372,35,C8,8794
POL057545,36,C3,4076
POL019722,48,C21,3264
POL047588,41,C8,8794
POL025117,49,C2,27003
POL048643,50,C2,27003
POL030481,41,C8,8794
POL051404,37,C9,17804
POL021159,58,C8,8794
POL046022,36,C5,34738
POL043140,58,C14,7788
POL035133,43,C5,34738
POL036736,40,C8,8794
POL021069,58,C8,8794
POL032979,41,C8,8794
POL029638,48,C2,27003
POL038340,37,C8,8794
POL027417,35,C13,5410
POL041296,43,C3,4076
POL057614,44,C14,7788
POL052066,50,C17,65567
POL022873,35,C1,4990
POL019753,53,C8,8794
POL052024,49,C14,7788
POL035854,40,C2,27003
POL021914,44,C3,4076
POL050924,61,C18,35036
POL026758,37,C8,8794
POL008683,37,C6,13051
POL040867,47,C5,34738
POL004607,45,C14,7788
POL042496,50,C2,27003
POL039243,47,C14,7788
POL034120,52,C8,8794
POL047471,36,C2,27003
POL048591,61,C8,8794
POL049859,37,C7,6112
POL047467,65,C8,8794
POL037716,43,C8,8794
POL000721,45,C8,8794
POL044825,44,C18,35036
POL050919,37,C13,5410
POL034612,40,C14,7788
POL058397,47,C7,6112
POL057593,47,C3,4076
POL008380,55,C5,34738
POL034411,45,C14,7788
POL031108,35,C2,27003
POL033614,45,C14,7788
POL028574,47,C3,4076
POL001214,40,C4,21622
POL044778,39,C8,8794
POL051329,38,C2,27003
POL045174,39,C8,8794
POL016694,45,C14,7788
POL019113,57,C2,27003
POL009054,56,C6,13051
POL002762,45,C8,8794
POL022667,35,C5,34738
POL000488,57,C2,27003
POL040755,35,C3,4076
POL014105,49,C9,17804
POL022469,41,C13,5410
POL010896,36,C15,290
POL045955,49,C3,4076
POL041017,57,C10,73430
POL026985,47,C11,6108
POL028134,49,C8,8794
POL034932,55,C14,7788
POL022675,44,C5,34738
POL038367,41,C8,8794
POL021091,45,C7,6112
POL006085,41,C13,5410
POL029222,40,C8,8794
POL044745,48,C3,4076
POL015831,44,C8,8794
POL007365,58,C3,4076
POL039578,37,C2,27003
POL044940,45,C8,8794
POL037499,48,C10,73430
POL018382,49,C14,7788
POL046682,47,C8,8794
POL037797,44,C1,4990
POL039094,54,C19,27742
POL000911,60,C14,7788
POL042772,37,C10,73430
POL048902,37,C5,34738
POL003639,45,C13,5410
POL013655,35,C8,8794
POL046590,45,C3,4076
POL012880,47,C8,8794
POL022529,38,C2,27003
POL028145,43,C2,27003
POL050779,43,C2,27003
POL004841,58,C3,4076
POL013072,53,C2,27003
POL018387,44,C5,34738
POL043303,45,C8,8794
POL030296,38,C10,73430
POL051279,45,C5,34738
POL045221,45,C6,13051
POL022566,40,C8,8794
POL002717,39,C5,34738
POL044498,48,C11,6108
POL048665,43,C11,6108
POL029464,48,C14,7788
POL057949,50,C8,8794
POL018139,38,C2,27003
POL006955,39,C13,5410
POL040316,45,C15,290
POL035975,53,C12,34791
POL012437,47,C5,34738
POL035902,49,C3,4076
POL022823,35,C2,27003
POL036858,43,C17,65567
POL009676,50,C8,8794
POL057447,38,C18,35036
POL011981,56,C5,34738
POL034089,37,C8,8794
POL004310,41,C13,5410
POL045898,38,C5,34738
POL012886,56,C8,8794
POL009755,54,C13,5410
POL000952,44,C13,5410
POL052675,49,C12,34791
POL009319,37,C8,8794
POL043314,38,C5,34738
POL027945,36,C3,4076
POL042346,39,C14,7788
POL032145,47,C5,34738
POL023795,40,C2,27003
POL004126,35,C13,5410
POL013207,35,C1,4990
POL012188,35,C8,8794
POL036761,45,C8,8794
POL037786,41,C12,34791
POL012394,37,C8,8794
POL057906,35,C8,8794
POL038361,41,C2,27003
POL047265,47,C9,17804
POL033429,60,C2,27003
POL019694,46,C13,5410
POL034451,48,C2,27003
POL002437,44,C5,34738
POL020787,48,C13,5410
POL011840,48,C2,27003
POL032534,46,C5,34738
POL018108,51,C2,27003
POL038583,54,C14,7788
POL008842,44,C2,27003
POL001063,41,C3,4076
POL036149,54,C11,6108
POL007819,45,C10,73430
POL006120,48,C14,7788
POL014515,41,C5,34738
POL003910,60,C3,4076
POL058178,37,C2,27003
POL038798,36,C13,5410
POL031933,40,C9,17804
POL028550,40,C3,4076
POL051566,54,C7,6112
POL043701,40,C21,3264
POL044565,44,C22,16733
POL011149,48,C10,73430
POL021464,54,C8,8794
POL030397,39,C5,34738
POL010169,48,C16,16206
POL013051,54,C10,73430
POL047537,55,C13,5410
POL018324,52,C3,4076
POL018764,35,C8,8794
POL031308,42,C5,34738
POL004810,37,C8,8794
POL012141,52,C10,73430
POL051707,42,C19,27742
POL040236,49,C8,8794
POL041461,48,C9,17804
POL007158,41,C2,27003
POL014596,40,C8,8794
POL034863,36,C5,34738
POL002490,40,C7,6112
POL056222,45,C17,65567
POL011657,43,C14,7788
POL052825,45,C2,27003
POL019605,41,C10,73430
POL041293,52,C14,7788
POL029851,53,C10,73430
POL058421,41,C5,34738
POL054614,43,C14,7788
POL004623,36,C19,27742
POL002463,38,C2,27003
POL035054,46,C5,34738
POL001249,50,C8,8794
POL023363,42,C3,4076
POL004676,44,C10,73430
POL024650,40,C3,4076
POL056483,48,C3,4076
POL033308,39,C3,4076
POL026941,35,C2,27003
POL007008,37,C7,6112
POL027437,44,C5,34738
POL057441,44,C5,34738
POL016579,40,C5,34738
POL035635,41,C8,8794
POL042682,36,C2,27003
POL025790,55,C13,5410
POL050031,49,C3,4076
POL045806,44,C2,27003
POL039935,39,C2,27003
POL008230,45,C8,8794
POL010998,39,C8,8794
POL008242,47,C5,34738
POL036655,50,C11,6108
POL048212,53,C8,8794
POL007123,41,C7,6112
POL051897,41,C18,35036
POL054638,50,C9,17804
POL048124,43,C1,4990
POL050021,45,C8,8794
POL008072,40,C14,7788
POL037607,36,C5,34738
POL043703,48,C15,290
POL015407,41,C3,4076
POL047455,36,C6,13051
POL041327,40,C12,34791
POL022172,54,C8,8794
POL015658,52,C14,7788
POL001817,40,C8,8794
POL050627,35,C6,13051
POL003770,45,C1,4990
POL018286,54,C5,34738
POL041590,44,C5,34738
POL016808,37,C19,27742
POL032142,47,C8,8794
POL028425,52,C8,8794
POL015290,41,C3,4076
POL049616,36,C2,27003
POL052454,37,C9,17804
POL054741,53,C2,27003
POL006832,40,C17,65567
POL037721,42,C5,34738
POL039879,40,C5,34738
POL042600,37,C18,35036
POL017124,58,C8,8794
POL031607,41,C3,4076
POL056495,36,C2,27003
POL044861,49,C9,17804
POL004465,35,C5,34738
POL013187,42,C15,290
POL022979,52,C2,27003
POL015076,37,C3,4076
POL024622,58,C8,8794
POL012013,50,C3,4076
POL005120,47,C8,8794
POL017413,47,C5,34738
POL049652,37,C8,8794
POL027326,38,C5,34738
POL002454,43,C14,7788
POL035088,36,C1,4990
POL016380,41,C10,73430
POL049724,38,C8,8794
POL027842,54,C8,8794
POL017530,47,C11,6108
POL006437,39,C13,5410
POL047201,39,C2,27003
POL033312,35,C8,8794
POL014037,48,C8,8794
POL021337,48,C2,27003
POL004839,35,C13,5410
POL022684,58,C5,34738
POL053863,39,C2,27003
POL043511,40,C12,34791
POL021292,57,C8,8794
POL048003,40,C9,17804
POL029892,36,C3,4076
POL008797,36,C8,8794
POL012967,61,C5,34738
POL020217,47,C8,8794
POL042011,65,C8,8794
POL034392,56,C9,17804
POL033480,38,C5,34738
POL033235,58,C2,27003
POL008169,59,C8,8794
POL004577,45,C3,4076
POL045730,58,C8,8794
POL035090,46,C10,73430
POL022016,36,C8,8794
POL021105,49,C5,34738
POL050345,35,C8,8794
POL024145,40,C7,6112
POL001199,48,C8,8794
POL001059,53,C8,8794
POL018655,48,C13,5410
POL003202,49,C10,73430
POL050220,45,C12,34791
POL010536,44,C13,5410
POL017128,39,C8,8794
POL034141,46,C5,34738
POL048813,44,C3,4076
POL047877,36,C5,34738
POL031360,57,C2,27003
POL031867,52,C5,34738
POL031170,39,C8,8794
POL031366,52,C8,8794
POL028917,40,C5,34738
POL057049,38,C1,4990
POL019160,44,C2,27003
POL011964,55,C10,73430
POL000385,54,C2,27003
POL048999,37,C19,27742
POL001844,35,C14,7788
POL055654,49,C9,17804
POL041989,51,C16,16206
POL015341,41,C7,6112
POL045018,43,C10,73430
POL021430,37,C2,27003
POL031378,47,C9,17804
POL037084,36,C2,27003
POL046915,61,C8,8794
POL001367,47,C13,5410
POL039922,45,C12,34791
POL037252,39,C14,7788
POL036056,39,C8,8794
POL011482,47,C21,3264
POL003562,37,C8,8794
POL028415,54,C2,27003
POL047669,53,C4,21622
POL001970,35,C10,73430
POL005007,42,C8,8794
POL015669,45,C21,3264
POL054960,37,C8,8794
POL041540,44,C5,34738
POL046347,44,C14,7788
POL053671,60,C7,6112
POL049575,43,C8,8794
POL032180,39,C8,8794
POL010058,58,C5,34738
POL045521,37,C8,8794
POL014006,47,C8,8794
POL024890,54,C10,73430
POL017165,53,C8,8794
POL018675,49,C8,8794
POL004935,43,C3,4076
POL050331,62,C5,34738
POL028069,41,C5,34738
POL034101,42,C14,7788
POL008374,35,C3,4076
POL040947,39,C1,4990
POL030844,47,C7,6112
POL005033,50,C14,7788
POL046169,62,C8,8794
POL012694,55,C8,8794
POL041621,49,C5,34738
POL046356,40,C8,8794
POL024013,41,C8,8794
POL000985,48,C2,27003
POL034009,48,C2,27003
POL040857,42,C8,8794
POL017764,49,C5,34738
POL019534,49,C8,8794
POL050703,48,C8,8794
POL053648,44,C8,8794
POL013010,36,C5,34738
POL056702,39,C13,5410
POL016384,49,C10,73430
POL009638,50,C8,8794
POL057603,42,C5,34738
POL050624,44,C8,8794
POL024796,37,C8,8794
POL058128,36,C8,8794
POL039744,51,C10,73430
POL050211,52,C11,6108
POL025618,61,C5,34738
POL053868,40,C7,6112
POL048615,37,C10,73430
POL025585,45,C2,27003
POL004828,35,C2,27003
POL019247,40,C10,73430
POL032200,39,C3,4076
POL009059,35,C3,4076
POL002744,43,C8,8794
POL017525,61,C9,17804
POL040603,60,C8,8794
POL030201,35,C8,8794
POL024022,42,C2,27003
POL037063,51,C8,8794
POL043346,37,C5,34738
POL020139,43,C8,8794
POL053100,58,C8,8794
POL008861,47,C15,290
POL035180,35,C13,5410
POL010374,37,C2,27003
POL016968,39,C5,34738
POL001960,52,C3,4076
POL042650,47,C5,34738
POL001161,40,C2,27003
POL034639,56,C8,8794
POL029738,36,C13,5410
POL010836,50,C8,8794
POL004414,50,C2,27003
POL031775,35,C2,27003
POL025882,50,C13,5410
POL048336,39,C8,8794
POL010928,52,C2,27003
POL056808,48,C5,34738
POL041371,43,C3,4076
POL008958,56,C14,7788
POL036202,43,C1,4990
POL045907,46,C8,8794
POL003002,53,C8,8794
POL008306,53,C19,27742
POL047073,44,C3,4076
POL006700,58,C8,8794
POL042491,35,C2,27003
POL042812,37,C7,6112
POL005086,47,C6,13051
POL010603,43,C5,34738
POL024196,39,C13,5410
POL010868,45,C2,27003
POL019565,42,C10,73430
POL026404,51,C21,3264
POL002138,36,C5,34738
POL026630,41,C5,34738
POL046527,35,C2,27003
POL021943,51,C9,17804
POL009272,51,C5,34738
POL030122,41,C8,8794
POL057113,47,C3,4076
POL020097,37,C5,34738
POL054811,43,C5,34738
POL034014,37,C5,34738
POL026392,41,C3,4076
POL057064,56,C13,5410
POL032796,49,C9,17804
POL038724,50,C8,8794
POL052491,46,C8,8794
POL056428,42,C8,8794
POL002259,63,C5,34738
POL041399,39,C14,7788
POL058346,49,C2,27003
POL007834,44,C8,8794
POL050189,41,C14,7788
POL016880,51,C11,6108
POL002904,57,C3,4076
POL042111,42,C2,27003
POL026134,49,C10,73430
POL017759,43,C8,8794
POL028487,48,C14,7788
POL052696,44,C3,4076
POL038911,43,C1,4990
POL007943,47,C14,7788
POL001862,59,C5,34738
POL003479,47,C3,4076
POL025191,60,C9,17804
POL043103,69,C2,27003
POL023912,40,C2,27003
POL006027,58,C8,8794
POL057176,49,C8,8794
POL033731,46,C9,17804
POL053409,45,C8,8794
POL033657,47,C9,17804
POL055443,53,C9,17804
POL057751,35,C3,4076
POL033685,45,C3,4076
POL057690,35,C8,8794
POL033445,44,C5,34738
POL020150,50,C9,17804
POL056489,40,C14,7788
POL047468,35,C14,7788
POL028222,38,C8,8794
POL042767,54,C14,7788
POL004058,40,C8,8794
POL007378,57,C8,8794
POL042261,47,C8,8794
POL005394,41,C8,8794
POL006948,43,C2,27003
POL042807,38,C13,5410
POL041906,38,C21,3264
POL022993,37,C2,27003
POL009976,41,C8,8794
POL040081,40,C8,8794
POL051231,47,C8,8794
POL048401,40,C13,5410
POL054864,45,C13,5410
POL052548,49,C14,7788
POL049790,44,C16,16206
POL022900,40,C3,4076
POL014321,46,C9,17804
POL019032,44,C2,27003
POL036223,53,C2,27003
POL054564,37,C2,27003
POL016732,44,C12,34791
POL011026,43,C13,5410
POL045411,49,C8,8794
POL008986,47,C8,8794
POL006130,45,C8,8794
POL040929,48,C11,6108
POL033240,41,C7,6112
POL019548,36,C5,34738
POL040644,52,C2,27003
POL039404,43,C5,34738
POL024746,37,C2,27003
POL006082,45,C8,8794
POL035382,43,C5,34738
POL007425,41,C5,34738
POL038948,42,C8,8794
POL057664,52,C14,7788
POL017902,36,C5,34738
POL038181,41,C8,8794
POL045189,52,C2,27003
POL027833,48,C12,34791
POL036372,42,C13,5410
POL032968,42,C2,27003
POL054921,47,C8,8794
POL017425,36,C1,4990
POL040394,39,C9,17804
POL054514,45,C9,17804
POL042305,47,C3,4076
POL027393,36,C3,4076
POL013806,42,C2,27003
POL032547,45,C2,27003
POL036794,42,C8,8794
POL012586,43,C2,27003
POL010965,40,C13,5410
POL008158,37,C5,34738
POL011377,36,C2,27003
POL031816,37,C8,8794
POL022962,36,C8,8794
POL058037,53,C13,5410
POL057977,54,C16,16206
POL006500,40,C3,4076
POL030294,38,C5,34738
POL005054,42,C12,34791
POL057221,48,C8,8794
POL003575,43,C5,34738
POL052094,39,C14,7788
POL003506,44,C10,73430
POL045055,50,C2,27003
POL041779,39,C21,3264
POL044251,49,C22,16733
POL020660,46,C8,8794
POL004431,37,C8,8794
POL050288,40,C9,17804
POL049192,47,C2,27003
POL004979,42,C10,73430
POL017877,45,C3,4076
POL008440,39,C2,27003
POL034254,45,C12,34791
POL035539,45,C9,17804
POL024805,57,C8,8794
POL033104,39,C1,4990
POL013849,51,C3,4076
POL028279,47,C3,4076
POL023884,37,C1,4990
POL040641,49,C12,34791
POL053439,48,C8,8794
POL037101,43,C8,8794
POL009352,41,C11,6108
POL013014,49,C19,27742
POL036705,61,C8,8794
POL007059,50,C8,8794
POL034880,39,C2,27003
POL016912,49,C5,34738
POL019024,47,C3,4076
POL052759,43,C8,8794
POL015358,50,C13,5410
POL036448,44,C2,27003
POL010700,37,C7,6112
POL033721,43,C2,27003
POL017280,50,C8,8794
POL014427,35,C2,27003
POL027328,49,C2,27003
POL023047,45,C5,34738
POL024859,51,C12,34791
POL047591,48,C9,17804
POL030827,37,C10,73430
POL028687,46,C12,34791
POL054058,44,C8,8794
POL054959,45,C4,21622
POL041872,49,C12,34791
POL035136,45,C10,73430
POL008689,50,C19,27742
POL004419,59,C2,27003
POL039568,36,C5,34738
POL018960,43,C8,8794
POL024147,47,C3,4076
POL045465,36,C3,4076
POL026153,36,C7,6112
POL040573,48,C8,8794
POL031551,49,C3,4076
POL049686,39,C8,8794
POL053975,48,C10,73430
POL051570,48,C14,7788
POL058210,39,C14,7788
POL012037,39,C8,8794
POL046020,48,C3,4076
POL027288,40,C10,73430
POL039002,58,C3,4076
POL010982,38,C8,8794
POL014492,49,C2,27003
POL014551,54,C21,3264
POL029193,35,C8,8794
POL043523,43,C6,13051
POL026306,47,C5,34738
POL027527,48,C20,20905
POL057204,39,C8,8794
POL053784,39,C13,5410
POL000931,35,C2,27003
POL038154,44,C10,73430
POL035372,40,C14,7788
POL038995,39,C8,8794
POL007692,42,C2,27003
POL022036,40,C10,73430
POL044213,42,C8,8794
POL038264,35,C8,8794
POL029900,40,C3,4076
POL019471,37,C17,65567
POL039521,43,C14,7788
POL039829,58,C13,5410
POL055857,42,C18,35036
POL041568,56,C14,7788
POL037514,55,C14,7788
POL027743,60,C5,34738
POL006323,45,C12,34791
POL055754,45,C10,73430
POL007843,37,C10,73430
POL041291,39,C4,21622
POL051138,56,C8,8794
POL004834,58,C5,34738
POL054909,40,C14,7788
POL016326,39,C10,73430
POL047105,45,C2,27003
POL050099,52,C9,17804
POL001282,52,C8,8794
POL007802,60,C19,27742
POL053162,40,C10,73430
POL013582,52,C3,4076
POL003988,41,C8,8794
POL004260,44,C3,4076
POL028821,44,C5,34738
POL015596,43,C10,73430
POL024273,55,C8,8794
POL003965,35,C12,34791
POL053119,43,C13,5410
POL030568,48,C8,8794
POL005213,44,C14,7788
POL052077,64,C2,27003
POL045659,35,C3,4076
POL037251,43,C10,73430
POL017686,44,C8,8794
POL022771,53,C8,8794
POL045171,35,C1,4990
POL016226,43,C2,27003
POL054505,40,C11,6108
POL009056,39,C13,5410
POL018195,45,C10,73430
POL030116,45,C8,8794
POL041940,47,C14,7788
POL030655,39,C4,21622
POL040168,40,C8,8794
POL042127,37,C6,13051
POL020111,51,C2,27003
POL034320,35,C1,4990
POL007361,40,C11,6108
POL039449,48,C15,290
POL037228,53,C14,7788
POL053902,40,C9,17804
POL012279,43,C3,4076
POL025662,47,C8,8794
POL030268,36,C8,8794
POL022752,44,C14,7788
POL018060,44,C3,4076
POL008855,49,C5,34738
POL024701,39,C2,27003
POL023967,40,C2,27003
POL019723,37,C5,34738
POL030560,35,C2,27003
POL030989,49,C8,8794
POL026098,49,C3,4076
POL027786,39,C8,8794
POL054253,50,C5,34738
POL029725,45,C14,7788
POL037763,40,C5,34738
POL019275,49,C3,4076
POL041460,44,C8,8794
POL037117,38,C13,5410
POL029353,53,C6,13051
POL056294,36,C13,5410
POL032952,37,C8,8794
POL049068,40,C3,4076
POL012592,45,C2,27003
POL001787,42,C14,7788
POL006136,52,C10,73430
POL024863,49,C5,34738
POL045829,47,C14,7788
POL031015,60,C2,27003
POL045601,52,C3,4076
POL018480,56,C5,34738
POL039911,47,C2,27003
POL015953,42,C8,8794
POL022270,39,C7,6112
POL003476,41,C3,4076
POL036008,52,C10,73430
POL001599,36,C2,27003
POL014247,64,C8,8794
POL040902,47,C20,20905
POL045570,53,C8,8794
POL022281,35,C2,27003
POL009423,54,C8,8794
POL048763,45,C5,34738
POL041917,36,C8,8794
POL021544,43,C8,8794
POL022472,39,C8,8794
POL000301,37,C8,8794
POL047834,41,C2,27003
POL048835,59,C8,8794
POL000386,52,C3,4076
POL023423,39,C12,34791
POL001583,54,C10,73430
POL009761,43,C6,13051
POL005636,54,C14,7788
POL049092,46,C14,7788
POL049773,44,C8,8794
POL045771,38,C5,34738
POL040512,45,C2,27003
POL050600,41,C9,17804
POL031971,38,C18,35036
POL005992,38,C2,27003
POL004981,43,C9,17804
POL024822,37,C13,5410
POL057099,47,C14,7788
POL051372,50,C5,34738
POL047345,43,C8,8794
POL028929,45,C2,27003
POL046287,49,C8,8794
POL003137,40,C8,8794
POL051849,49,C8,8794
POL040653,54,C14,7788
POL053146,41,C9,17804
POL058055,41,C12,34791
POL056227,53,C8,8794
POL024548,39,C10,73430
POL040185,37,C5,34738
POL019366,40,C8,8794
POL024186,40,C2,27003
POL006487,45,C3,4076
POL025833,43,C8,8794
POL022512,50,C5,34738
POL025048,63,C7,6112
POL042933,47,C4,21622
POL029292,41,C13,5410
POL046354,45,C9,17804
POL012081,47,C8,8794
POL044245,47,C3,4076
POL034426,36,C14,7788
POL038467,49,C14,7788
POL046749,48,C3,4076
POL002457,60,C19,27742
POL052268,41,C13,5410
POL044418,51,C10,73430
POL055105,44,C2,27003
POL017710,49,C8,8794
POL017726,47,C6,13051
POL031685,47,C3,4076
POL056957,40,C5,34738
POL036179,41,C7,6112
POL011277,41,C2,27003
POL033841,57,C8,8794
POL003912,45,C3,4076
POL038183,40,C14,7788
POL016171,40,C3,4076
POL016661,40,C10,73430
POL053443,35,C8,8794
POL009051,45,C8,8794
POL047358,45,C13,5410
POL017201,48,C3,4076
POL030885,44,C8,8794
POL007424,39,C5,34738
POL026476,48,C3,4076
POL026543,40,C5,34738
POL037751,50,C12,34791
POL006823,39,C6,13051
POL053787,45,C8,8794
POL037205,42,C17,65567
POL010128,36,C8,8794
POL007610,47,C19,27742
POL008481,37,C3,4076
POL028526,36,C8,8794
POL006544,40,C8,8794
POL004952,50,C8,8794
POL058069,40,C8,8794
POL013640,40,C8,8794
POL037260,49,C7,6112
POL052237,45,C8,8794
POL023797,36,C8,8794
POL000827,36,C10,73430
POL022716,45,C8,8794
POL023948,43,C8,8794
POL005467,39,C14,7788
POL003926,40,C13,5410
POL024246,48,C8,8794
POL029553,39,C8,8794
POL020635,38,C6,13051
POL048849,44,C2,27003
POL040833,58,C11,6108
POL046778,49,C5,34738
POL006232,57,C8,8794
POL039929,46,C14,7788
POL023610,47,C8,8794
POL002222,56,C5,34738
POL021763,37,C4,21622
POL028965,54,C8,8794
POL007686,37,C13,5410
POL049742,44,C11,6108
POL047776,52,C2,27003
POL039386,43,C8,8794
POL054283,58,C13,5410
POL044477,48,C17,65567
POL000826,35,C1,4990
POL027112,56,C9,17804
POL053509,35,C3,4076
POL007452,39,C5,34738
POL045817,40,C22,16733
POL047839,54,C14,7788
POL008043,45,C8,8794
POL047608,63,C3,4076
POL029434,54,C12,34791
POL049672,39,C8,8794
POL047603,45,C5,34738
POL007287,61,C2,27003
POL014346,47,C6,13051
POL001738,44,C2,27003
POL009323,51,C14,7788
POL047924,41,C13,5410
POL019954,36,C8,8794
POL000410,62,C3,4076
POL014608,41,C2,27003
POL018841,40,C3,4076
POL033167,40,C4,21622
POL057586,47,C2,27003
POL024219,44,C9,17804
POL007242,45,C8,8794
POL038503,53,C10,73430
POL024615,43,C5,34738
POL035686,41,C8,8794
POL016784,39,C5,34738
POL012134,52,C5,34738
POL038769,52,C13,5410
POL055672,52,C14,7788
POL004767,35,C2,27003
POL021610,41,C15,290
POL015444,36,C2,27003
POL021476,54,C6,13051
POL024209,50,C8,8794
POL057954,37,C14,7788
POL034119,44,C2,27003
POL036786,48,C10,73430
POL016951,44,C10,73430
POL056050,54,C18,35036
POL003127,36,C10,73430
POL037760,44,C13,5410
POL053890,47,C5,34738
POL030789,49,C8,8794
POL022557,41,C7,6112
POL009680,54,C3,4076
POL020906,40,C12,34791
POL001549,57,C16,16206
POL003335,44,C8,8794
POL025118,40,C10,73430
POL029334,48,C8,8794
POL048038,39,C9,17804
POL029537,36,C7,6112
POL022404,50,C14,7788
POL051145,38,C8,8794
POL008100,49,C2,27003
POL035413,45,C14,7788
POL024358,36,C5,34738
POL056365,39,C3,4076
POL055786,60,C8,8794
POL035943,35,C11,6108
POL038794,40,C10,73430
POL031848,48,C10,73430
POL019125,50,C2,27003
POL052427,52,C5,34738
POL012045,45,C8,8794
POL002401,48,C2,27003
POL054302,40,C7,6112
POL030551,36,C8,8794
POL039251,44,C9,17804
POL052592,48,C19,27742
POL031890,44,C2,27003
POL027366,41,C3,4076
POL010601,41,C3,4076
POL022898,40,C14,7788
POL042955,38,C13,5410
POL032798,36,C5,34738
POL001623,43,C3,4076
POL024823,40,C7,6112
POL002877,60,C8,8794
POL015400,39,C8,8794
POL040744,48,C2,27003
POL031237,40,C8,8794
POL045460,36,C14,7788
POL053728,54,C19,27742
POL026274,54,C10,73430
POL000886,56,C6,13051
POL049601,58,C5,34738
POL055620,48,C2,27003
POL057930,44,C2,27003
POL008322,36,C8,8794
POL057921,44,C5,34738
POL032172,35,C4,21622
POL008898,50,C14,7788
POL005304,36,C5,34738
POL036432,67,C8,8794
POL043276,49,C19,27742
POL020590,50,C10,73430
POL046786,42,C1,4990
POL009618,44,C8,8794
POL040659,47,C1,4990
POL018834,47,C13,5410
POL031441,36,C9,17804
POL002485,54,C8,8794
POL019524,35,C2,27003
POL047453,35,C3,4076
POL009954,35,C8,8794
POL000905,47,C3,4076
POL002553,40,C2,27003
POL018601,43,C6,13051
POL052545,60,C6,13051
POL021484,46,C9,17804
